code,pseudonym,gender,age_label,education,relevant_experience,skills,reach_indicator,interaction_indicator,benchmark,additional_information,cell_id,education_level,education_major,productivity_group,reach_value,interaction_value,reach_band,interaction_band,experience_months,age_years,age_months
C-095,Kandidat 095,Perempuan,21 tahun 2 bulan,"Diploma, Komunikasi",1 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 2.136,"Rata-rata interaksi per postingan: 42 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,8,Diploma,Komunikasi,"Jangkauan tinggi, interaksi tinggi",2136,42,Jangkauan tinggi,Interaksi tinggi,18,21,2
C-096,Kandidat 096,Perempuan,23 tahun 0 bulan,"Diploma, Pemasaran digital",0 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 1.609,"Rata-rata interaksi per postingan: 78 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,8,Diploma,Pemasaran digital,"Jangkauan tinggi, interaksi tinggi",1609,78,Jangkauan tinggi,Interaksi tinggi,6,23,0
C-097,Kandidat 097,Laki-laki,21 tahun 4 bulan,"Diploma, Sistem informasi",0 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 1.282,"Rata-rata interaksi per postingan: 65 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,8,Diploma,Sistem informasi,"Jangkauan tinggi, interaksi tinggi",1282,65,Jangkauan tinggi,Interaksi tinggi,6,21,4
C-098,Kandidat 098,Laki-laki,23 tahun 4 bulan,"Diploma, Pemasaran digital",2 tahun 0 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 1.149,"Rata-rata interaksi per postingan: 33 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,8,Diploma,Pemasaran digital,"Jangkauan tinggi, interaksi tinggi",1149,33,Jangkauan tinggi,Interaksi tinggi,24,23,4
C-099,Kandidat 099,Laki-laki,23 tahun 4 bulan,"Diploma, Multimedia",0 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 591,"Rata-rata interaksi per postingan: 59 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,8,Diploma,Multimedia,"Jangkauan tinggi, interaksi tinggi",591,59,Jangkauan tinggi,Interaksi tinggi,6,23,4
C-100,Kandidat 100,Perempuan,24 tahun 7 bulan,"Diploma, Sistem informasi",1 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 675,"Rata-rata interaksi per postingan: 120 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,8,Diploma,Sistem informasi,"Jangkauan tinggi, interaksi tinggi",675,120,Jangkauan tinggi,Interaksi tinggi,12,24,7
C-101,Kandidat 101,Perempuan,24 tahun 11 bulan,"Sarjana, Komunikasi",1 tahun 0 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 160,"Rata-rata interaksi per postingan: 11 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,9,Sarjana,Komunikasi,"Jangkauan rendah, interaksi rendah",160,11,Jangkauan rendah,Interaksi rendah,12,24,11
C-102,Kandidat 102,Laki-laki,19 tahun 7 bulan,"Sarjana, Komunikasi",1 tahun 0 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 500,"Rata-rata interaksi per postingan: 7 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film komedi,9,Sarjana,Komunikasi,"Jangkauan rendah, interaksi rendah",500,7,Jangkauan rendah,Interaksi rendah,12,19,7
C-103,Kandidat 103,Laki-laki,19 tahun 7 bulan,"Sarjana, Komunikasi",1 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 121,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,9,Sarjana,Komunikasi,"Jangkauan rendah, interaksi rendah",121,3,Jangkauan rendah,Interaksi rendah,18,19,7
C-104,Kandidat 104,Perempuan,23 tahun 6 bulan,"Sarjana, Komunikasi",0 tahun 6 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 179,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film komedi,9,Sarjana,Komunikasi,"Jangkauan rendah, interaksi rendah",179,3,Jangkauan rendah,Interaksi rendah,6,23,6
C-105,Kandidat 105,Laki-laki,23 tahun 11 bulan,"Sarjana, Pemasaran",2 tahun 0 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 365,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,9,Sarjana,Pemasaran,"Jangkauan rendah, interaksi rendah",365,3,Jangkauan rendah,Interaksi rendah,24,23,11
C-106,Kandidat 106,Perempuan,24 tahun 7 bulan,"Sarjana, Komunikasi",1 tahun 0 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 101,"Rata-rata interaksi per postingan: 5 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,9,Sarjana,Komunikasi,"Jangkauan rendah, interaksi rendah",101,5,Jangkauan rendah,Interaksi rendah,12,24,7
C-107,Kandidat 107,Perempuan,23 tahun 6 bulan,"Sarjana, Manajemen",0 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 100,"Rata-rata interaksi per postingan: 10 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,9,Sarjana,Manajemen,"Jangkauan rendah, interaksi rendah",100,10,Jangkauan rendah,Interaksi rendah,6,23,6
C-108,Kandidat 108,Laki-laki,20 tahun 1 bulan,"Sarjana, Manajemen",0 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 248,"Rata-rata interaksi per postingan: 6 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,9,Sarjana,Manajemen,"Jangkauan rendah, interaksi rendah",248,6,Jangkauan rendah,Interaksi rendah,6,20,1
C-109,Kandidat 109,Laki-laki,20 tahun 0 bulan,"Sarjana, Administrasi bisnis",1 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 240,"Rata-rata interaksi per postingan: 14 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,9,Sarjana,Administrasi bisnis,"Jangkauan rendah, interaksi rendah",240,14,Jangkauan rendah,Interaksi rendah,18,20,0
C-110,Kandidat 110,Perempuan,23 tahun 11 bulan,"Sarjana, Administrasi bisnis",1 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 126,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,9,Sarjana,Administrasi bisnis,"Jangkauan rendah, interaksi rendah",126,3,Jangkauan rendah,Interaksi rendah,18,23,11
C-111,Kandidat 111,Perempuan,19 tahun 5 bulan,"Sarjana, Pemasaran",2 tahun 0 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 164,"Rata-rata interaksi per postingan: 8 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,9,Sarjana,Pemasaran,"Jangkauan rendah, interaksi rendah",164,8,Jangkauan rendah,Interaksi rendah,24,19,5
C-112,Kandidat 112,Laki-laki,22 tahun 7 bulan,"Sarjana, Administrasi bisnis",2 tahun 0 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 411,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,9,Sarjana,Administrasi bisnis,"Jangkauan rendah, interaksi rendah",411,3,Jangkauan rendah,Interaksi rendah,24,22,7
C-113,Kandidat 113,Perempuan,24 tahun 8 bulan,"Sarjana, Pemasaran",1 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 334,"Rata-rata interaksi per postingan: 92 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,10,Sarjana,Pemasaran,"Jangkauan rendah, interaksi tinggi",334,92,Jangkauan rendah,Interaksi tinggi,18,24,8
C-114,Kandidat 114,Perempuan,22 tahun 10 bulan,"Sarjana, Manajemen",2 tahun 0 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 271,"Rata-rata interaksi per postingan: 145 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,10,Sarjana,Manajemen,"Jangkauan rendah, interaksi tinggi",271,145,Jangkauan rendah,Interaksi tinggi,24,22,10
C-115,Kandidat 115,Laki-laki,23 tahun 9 bulan,"Sarjana, Pemasaran",2 tahun 0 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 107,"Rata-rata interaksi per postingan: 68 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film komedi,10,Sarjana,Pemasaran,"Jangkauan rendah, interaksi tinggi",107,68,Jangkauan rendah,Interaksi tinggi,24,23,9
C-116,Kandidat 116,Perempuan,19 tahun 0 bulan,"Sarjana, Manajemen",1 tahun 0 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 100,"Rata-rata interaksi per postingan: 48 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,10,Sarjana,Manajemen,"Jangkauan rendah, interaksi tinggi",100,48,Jangkauan rendah,Interaksi tinggi,12,19,0
C-117,Kandidat 117,Perempuan,24 tahun 9 bulan,"Sarjana, Komunikasi",1 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 100,"Rata-rata interaksi per postingan: 86 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,10,Sarjana,Komunikasi,"Jangkauan rendah, interaksi tinggi",100,86,Jangkauan rendah,Interaksi tinggi,12,24,9
C-118,Kandidat 118,Laki-laki,21 tahun 11 bulan,"Sarjana, Pemasaran",1 tahun 0 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 297,"Rata-rata interaksi per postingan: 28 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,10,Sarjana,Pemasaran,"Jangkauan rendah, interaksi tinggi",297,28,Jangkauan rendah,Interaksi tinggi,12,21,11
C-119,Kandidat 119,Laki-laki,24 tahun 7 bulan,"Sarjana, Pemasaran",0 tahun 6 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 201,"Rata-rata interaksi per postingan: 62 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,10,Sarjana,Pemasaran,"Jangkauan rendah, interaksi tinggi",201,62,Jangkauan rendah,Interaksi tinggi,6,24,7
C-120,Kandidat 120,Laki-laki,20 tahun 4 bulan,"Sarjana, Administrasi bisnis",0 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 100,"Rata-rata interaksi per postingan: 28 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,10,Sarjana,Administrasi bisnis,"Jangkauan rendah, interaksi tinggi",100,28,Jangkauan rendah,Interaksi tinggi,6,20,4
C-121,Kandidat 121,Laki-laki,21 tahun 2 bulan,"Sarjana, Komunikasi",1 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 263,"Rata-rata interaksi per postingan: 35 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film komedi,10,Sarjana,Komunikasi,"Jangkauan rendah, interaksi tinggi",263,35,Jangkauan rendah,Interaksi tinggi,18,21,2
C-122,Kandidat 122,Laki-laki,23 tahun 3 bulan,"Sarjana, Pemasaran",0 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 104,"Rata-rata interaksi per postingan: 90 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,10,Sarjana,Pemasaran,"Jangkauan rendah, interaksi tinggi",104,90,Jangkauan rendah,Interaksi tinggi,6,23,3
C-123,Kandidat 123,Perempuan,23 tahun 11 bulan,"Sarjana, Manajemen",1 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 134,"Rata-rata interaksi per postingan: 52 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,10,Sarjana,Manajemen,"Jangkauan rendah, interaksi tinggi",134,52,Jangkauan rendah,Interaksi tinggi,18,23,11
C-124,Kandidat 124,Laki-laki,19 tahun 2 bulan,"Sarjana, Administrasi bisnis",1 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 387,"Rata-rata interaksi per postingan: 71 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,10,Sarjana,Administrasi bisnis,"Jangkauan rendah, interaksi tinggi",387,71,Jangkauan rendah,Interaksi tinggi,18,19,2
C-125,Kandidat 125,Perempuan,20 tahun 0 bulan,"Sarjana, Pemasaran",2 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 189,"Rata-rata interaksi per postingan: 32 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,10,Sarjana,Pemasaran,"Jangkauan rendah, interaksi tinggi",189,32,Jangkauan rendah,Interaksi tinggi,24,20,0
C-126,Kandidat 126,Perempuan,19 tahun 1 bulan,"Sarjana, Manajemen",2 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 2.500,"Rata-rata interaksi per postingan: 24 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,11,Sarjana,Manajemen,"Jangkauan tinggi, interaksi rendah",2500,24,Jangkauan tinggi,Interaksi rendah,24,19,1
C-127,Kandidat 127,Laki-laki,23 tahun 10 bulan,"Sarjana, Administrasi bisnis",2 tahun 0 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 748,"Rata-rata interaksi per postingan: 5 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,11,Sarjana,Administrasi bisnis,"Jangkauan tinggi, interaksi rendah",748,5,Jangkauan tinggi,Interaksi rendah,24,23,10
C-128,Kandidat 128,Laki-laki,25 tahun 6 bulan,"Sarjana, Administrasi bisnis",1 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 890,"Rata-rata interaksi per postingan: 5 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film komedi,11,Sarjana,Administrasi bisnis,"Jangkauan tinggi, interaksi rendah",890,5,Jangkauan tinggi,Interaksi rendah,18,25,6
C-129,Kandidat 129,Perempuan,24 tahun 0 bulan,"Sarjana, Pemasaran",0 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 1.124,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,11,Sarjana,Pemasaran,"Jangkauan tinggi, interaksi rendah",1124,3,Jangkauan tinggi,Interaksi rendah,6,24,0
C-130,Kandidat 130,Laki-laki,20 tahun 8 bulan,"Sarjana, Administrasi bisnis",1 tahun 6 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 623,"Rata-rata interaksi per postingan: 12 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,11,Sarjana,Administrasi bisnis,"Jangkauan tinggi, interaksi rendah",623,12,Jangkauan tinggi,Interaksi rendah,18,20,8
C-131,Kandidat 131,Laki-laki,19 tahun 2 bulan,"Sarjana, Administrasi bisnis",1 tahun 0 bulan,"CapCut, penyuntingan video pendek, riset tren",Rata-rata akun yang dijangkau per postingan: 730,"Rata-rata interaksi per postingan: 13 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,11,Sarjana,Administrasi bisnis,"Jangkauan tinggi, interaksi rendah",730,13,Jangkauan tinggi,Interaksi rendah,12,19,2
C-132,Kandidat 132,Perempuan,24 tahun 4 bulan,"Sarjana, Komunikasi",1 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 934,"Rata-rata interaksi per postingan: 11 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,11,Sarjana,Komunikasi,"Jangkauan tinggi, interaksi rendah",934,11,Jangkauan tinggi,Interaksi rendah,18,24,4
C-133,Kandidat 133,Perempuan,19 tahun 10 bulan,"Sarjana, Manajemen",1 tahun 0 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 1.641,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka mendengarkan musik K-pop,11,Sarjana,Manajemen,"Jangkauan tinggi, interaksi rendah",1641,3,Jangkauan tinggi,Interaksi rendah,12,19,10
C-134,Kandidat 134,Laki-laki,20 tahun 8 bulan,"Sarjana, Komunikasi",2 tahun 0 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 1.673,"Rata-rata interaksi per postingan: 4 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film komedi,11,Sarjana,Komunikasi,"Jangkauan tinggi, interaksi rendah",1673,4,Jangkauan tinggi,Interaksi rendah,24,20,8
C-135,Kandidat 135,Perempuan,19 tahun 7 bulan,"Sarjana, Pemasaran",1 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 1.338,"Rata-rata interaksi per postingan: 4 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,11,Sarjana,Pemasaran,"Jangkauan tinggi, interaksi rendah",1338,4,Jangkauan tinggi,Interaksi rendah,12,19,7
C-136,Kandidat 136,Laki-laki,19 tahun 3 bulan,"Sarjana, Administrasi bisnis",2 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 1.099,"Rata-rata interaksi per postingan: 4 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka menonton film aksi,11,Sarjana,Administrasi bisnis,"Jangkauan tinggi, interaksi rendah",1099,4,Jangkauan tinggi,Interaksi rendah,24,19,3
C-137,Kandidat 137,Perempuan,20 tahun 6 bulan,"Sarjana, Komunikasi",0 tahun 6 bulan,"Fotografi produk, Canva, konten katalog",Rata-rata akun yang dijangkau per postingan: 1.309,"Rata-rata interaksi per postingan: 3 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,11,Sarjana,Komunikasi,"Jangkauan tinggi, interaksi rendah",1309,3,Jangkauan tinggi,Interaksi rendah,6,20,6
C-138,Kandidat 138,Perempuan,22 tahun 3 bulan,"Sarjana, Pemasaran",0 tahun 6 bulan,"Meta Business Suite, penjadwalan konten, penanganan pesan pelanggan",Rata-rata akun yang dijangkau per postingan: 1.366,"Rata-rata interaksi per postingan: 9 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki kucing peliharaan,11,Sarjana,Pemasaran,"Jangkauan tinggi, interaksi rendah",1366,9,Jangkauan tinggi,Interaksi rendah,6,22,3
C-139,Kandidat 139,Perempuan,19 tahun 7 bulan,"Sarjana, Komunikasi",1 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 1.878,"Rata-rata interaksi per postingan: 75 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,12,Sarjana,Komunikasi,"Jangkauan tinggi, interaksi tinggi",1878,75,Jangkauan tinggi,Interaksi tinggi,18,19,7
C-140,Kandidat 140,Perempuan,25 tahun 8 bulan,"Sarjana, Manajemen",0 tahun 6 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 848,"Rata-rata interaksi per postingan: 137 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Suka memasak di rumah,12,Sarjana,Manajemen,"Jangkauan tinggi, interaksi tinggi",848,137,Jangkauan tinggi,Interaksi tinggi,6,25,8
C-141,Kandidat 141,Perempuan,21 tahun 0 bulan,"Sarjana, Administrasi bisnis",1 tahun 0 bulan,"Canva, penulisan caption, perencanaan konten",Rata-rata akun yang dijangkau per postingan: 1.546,"Rata-rata interaksi per postingan: 147 (gabungan likes, komentar, repost, share, dan save)","Benchmark kumpulan talenta: minimum 100, median 500, maksimum 2.500 akun dijangkau per postingan; minimum 3, median 25, maksimum 150 interaksi per postingan",Memiliki ikan peliharaan,12,Sarjana,Administrasi bisnis,"Jangkauan tinggi, interaksi tinggi",1546,147,Jangkauan tinggi,Interaksi tinggi,12,21,0
